OID_,Point_ID,long,lat,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
134,27541792,-7.777729769,37.55673214,0,0,0,5.6,6.1,4.44,7,1,7.1,1.3,48.2,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
135,27541810,-7.819694228,37.71519301,0,0,0,5.4,6.01,6.55,19.2,0,10.8,2,75.9,C22,U120,PT,PT1,PT18,PT184,Woodland,Pine dominated coniferous woodland,Forestry
136,27541828,-7.861935525,37.87359195,0,0,0,6.7,7,7.95,6.4,1,16.9,1,76.1,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
137,27541930,-8.106648444,38.77001792,0,0,0,5.4,5.82,3.89,10.1,1,0,1,76.8,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
138,27542110,-8.561770601,40.34711342,0,0,0,7.7,8.04,15.71,10.4,449,5,1.3,209.3,B82,U111,PT,PT1,PT16,PT16E,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
139,27561764,-7.691011843,37.31428407,0,0,0,5.9,6.05,9.97,35,0,11.9,2.8,188.4,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas
140,27561812,-7.802264626,37.73699578,0,0,0,6.3,6.63,34.1,9.1,1,7.1,1.2,39.9,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
141,27561862,-7.920247003,38.17685269,0,0,0,6,6.08,29.5,26.1,1,41.2,2.2,339.5,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
142,27561920,-8.05985082,38.68648993,0,0,0,5.6,6.02,9.4,16.2,0,11.4,1.8,83.3,E10,U111,PT,PT1,PT18,PT187,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
143,27561952,-8.138163986,38.9673951,0,0,0,5.7,6.12,13.33,8.1,0,11,0.9,61,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
144,27561980,-8.207455207,39.21302743,0,0,0,6.4,6.83,5.03,6.5,1,4.4,0.5,27.3,C10,U120,PT,PT1,PT18,PT185,Woodland,Broadleaved woodland,Forestry
145,27561988,-8.22738568,39.28318073,0,0,0,4.5,5.26,10.91,38.1,0,10.3,2.5,77.8,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
146,27562118,-8.559769342,40.42146744,0,0,0,5.7,5.99,8.75,17,0,71.5,1.5,47.3,B21,U111,PT,PT1,PT16,PT16D,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
147,27562136,-8.607088998,40.57882319,0,0,0,4.4,4.95,10.22,22.2,0,78,1.8,63.8,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
148,27601758,-7.633296391,37.26973116,0,0,0,5,5.7,3.57,12.3,0,6.9,1.7,95.4,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas
149,27601790,-7.706921315,37.5516643,0,0,0,6.1,6.32,9.19,17.1,0,20.2,2,162.2,E10,U120,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Forestry
150,27601794,-7.716184921,37.5868922,0,0,0,5.8,6.12,6.15,12,2,6.9,1.3,139.8,C22,U120,PT,PT1,PT18,PT184,Woodland,Pine dominated coniferous woodland,Forestry
151,27601844,-7.833129722,38.02698388,0,0,0,6,6.33,6.03,8.1,0,14.6,0.8,133.1,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
152,27601942,-8.068669507,38.88818492,0,0,0,6.7,6.95,10.03,17.7,2,9,1.5,90.8,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
153,27602032,-8.292652508,39.67747911,0,0,0,4.2,4.65,3.11,10.2,0,0,1.2,44.3,B81,U111,PT,PT1,PT16,PT16I,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
154,27602150,-8.598018758,40.71000579,0,0,0,5.2,5.65,110.6,97,0,31.9,6.7,218.1,E20,U420,PT,PT1,PT16,PT16D,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
155,27622062,-8.346205058,39.94458503,0,0,0,4,4.49,3.16,21.8,0,4.7,1,49.5,C10,U120,PT,PT1,PT16,PT16F,Woodland,Broadleaved woodland,Forestry
156,27641752,-7.575663712,37.22513623,0,0,0,5,5.5,7.45,24.6,0,8,2.5,165.9,C10,U120,PT,PT1,PT15,PT150,Woodland,Broadleaved woodland,Forestry
157,27641832,-7.760527221,37.92979423,0,0,0,7.6,8,12,7,19,14.1,0.9,315.8,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
158,27641878,-7.869300402,38.33442214,0,0,0,5.2,5.83,4.56,7.5,0,9.8,0.9,111.8,B54,U111,PT,PT1,PT18,PT187,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
159,27641896,-7.912367462,38.49264562,0,0,0,4.6,5.25,3.94,10.9,0,7.9,1.2,45.9,B55,U111,PT,PT1,PT18,PT187,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
160,27641914,-7.955721568,38.65080775,0,0,0,5.5,5.73,11.01,22.6,0,10.3,2.1,112.9,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
161,27642102,-8.426326777,40.29906157,0,0,0,7.4,7.75,14.8,16.8,705,5.5,1.6,154.6,E20,U111,PT,PT1,PT16,PT16E,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
162,27642156,-8.567768327,40.77126112,0,0,0,3,4.07,6.13,64.4,1,18.8,1.9,27.1,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
163,27661792,-7.64535244,37.58177909,0,0,0,6.1,6.38,4.31,14.7,1,4.4,1.6,50.8,D10,U420,PT,PT1,PT18,PT184,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
164,27661882,-7.856539308,38.37380684,0,0,0,4.6,5.19,4.24,13.4,0,5.2,1,71,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
165,27662020,-8.194301332,39.58527342,0,0,0,4.1,4.73,4.01,22.5,0,0,1.1,33.2,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
166,27681762,-7.554494274,37.32156629,0,0,0,5.4,6.15,3.43,8.4,0,5.5,1.2,100.6,B84,U111,PT,PT1,PT15,PT150,Cropland,Permanent industrial crops,Agriculture (excluding fallow land and kitchen gardens)
167,27681946,-7.988548455,38.94034874,0,0,0,6,6.27,7.49,4.6,1,42.2,0.6,107,B19,U111,PT,PT1,PT18,PT187,Cropland,Other cereals,Agriculture (excluding fallow land and kitchen gardens)
168,27682000,-8.121636384,39.4142123,0,0,0,4.6,5.31,3.92,15.7,0,7.8,1.2,42.2,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
169,27682212,-8.671064479,41.26925031,0,0,0,4.4,4.63,33.2,19.8,0,53.3,2.5,152,B55,U111,PT,PT1,PT11,PT11A,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
170,27701754,-7.514302953,37.25516696,0,0,0,5.6,6.18,6.04,16.3,1,6.9,1.8,168.2,B74,U111,PT,PT1,PT15,PT150,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
171,27701848,-7.731497901,38.0831551,0,0,0,6,6.33,14.17,9.7,0,54.6,1.1,177.7,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
172,27702222,-8.674812639,41.36098366,0,0,0,4.8,5.11,29.2,34.1,1,148.5,3.3,90.6,B16,U111,PT,PT1,PT11,PT11A,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
173,27721828,-7.662488824,37.91129633,0,0,0,7.4,7.95,12.91,10.1,108,10.7,1.1,206.3,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
174,27722026,-8.141259978,39.65077389,0,0,0,3.8,4.38,6.94,27.3,0,4.8,1,66,C22,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated coniferous woodland,Forestry
175,27722056,-8.216930883,39.91368778,0,0,0,3.9,4.36,4.89,48.2,0,7.2,2.2,35.3,C32,U120,PT,PT1,PT16,PT16F,Woodland,Pine dominated mixed woodland,Forestry
176,27722080,-8.278085488,40.12389711,0,0,0,4.2,4.5,18.39,15.1,0,11.8,1.5,60.8,E20,U120,PT,PT1,PT16,PT16E,Grassland,Grassland without tree/shrub cover,Forestry
177,27722128,-8.402070608,40.543991,0,0,0,5.8,5.9,43.1,48.5,0,82.1,3.8,67.1,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
178,27722228,-8.667760969,41.41779435,0,0,0,4.5,4.74,35.1,36.9,1,145.6,3.5,194.9,B16,U111,PT,PT1,PT11,PT11A,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
179,27722242,-8.705776471,41.53997645,0,0,0,5.1,5.25,8.5,42.5,1,50.2,4.3,427.5,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
180,27741830,-7.644974287,37.93306867,0,0,0,7.4,7.78,26.3,7.8,22,7.4,1,191.3,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
181,27741866,-7.729403411,38.24989582,0,0,0,5.1,5.67,5.26,20.9,0,5.5,1.7,100.5,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
182,27741890,-7.786313911,38.46097827,0,0,0,4.6,5.13,7.2,9.5,0,22.5,0.9,58.8,E30,U111,PT,PT1,PT18,PT187,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
183,27741908,-7.829328729,38.61921895,0,0,0,4.9,5.33,4.91,6.2,0,25.2,0.7,58.5,E30,U111,PT,PT1,PT18,PT187,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
184,27742232,-8.655287129,41.45714479,0,0,0,3.7,4.36,8.33,103.1,0,18.9,5.1,38.1,C10,U120,PT,PT1,PT11,PT112,Woodland,Broadleaved woodland,Forestry
185,27742276,-8.775510232,41.84102029,0,0,0,4.3,4.91,16.8,39,1,225.4,3.6,288.1,A21,U370,PT,PT1,PT11,PT111,Artificial land,Non built-up area features,Residential
186,27742358,-9.005107942,42.55544852,0,0,0,4.7,5.18,4.63,10.5,1,6.2,0.8,36,D20,U420,ES,ES1,ES11,ES111,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
187,27742394,-9.108252207,42.86869718,0,0,0,4.2,4.73,4.45,73.3,1,7.2,4.5,32.2,D10,U410,ES,ES1,ES11,ES111,Shrubland,Shrubland with sparse tree cover,Abandoned areas
188,27742406,-9.14295895,42.9730586,0,0,0,3.8,4.51,12,116.1,1,6,9.3,32.8,C10,U120,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Forestry
189,27762242,-8.659084,41.54886066,0,0,0,3.6,4.32,6.44,97.9,1,7.3,3.4,54.2,C22,U120,PT,PT1,PT11,PT112,Woodland,Pine dominated coniferous woodland,Forestry
190,27762290,-8.790699394,41.96756081,0,0,0,4.1,4.32,12.75,25.1,0,0,1.7,40.9,C22,U120,ES,ES1,ES11,ES114,Woodland,Pine dominated coniferous woodland,Forestry
191,27781794,-7.517479223,37.62426656,0,0,0,5.2,5.95,3.46,6.2,0,3.8,1,43,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
192,27781812,-7.558908662,37.78285534,0,0,0,4.6,5.13,3.73,10.1,0,6.9,1.4,45.8,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry
193,27781884,-7.727388112,38.41660063,0,0,0,6.6,6.66,12.06,21.5,0,31.3,2.1,128.3,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
194,27781902,-7.770210409,38.57488474,0,0,0,5.2,5.61,5.8,10.6,0,13.6,1.2,76.4,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
195,27781996,-7.998540491,39.40049249,0,0,0,4.5,4.89,2.04,10.6,0,4.1,0.8,12.2,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
196,27782150,-8.39043646,40.7495085,0,0,0,6.4,6.54,31.8,26.8,8,4.1,1.6,33.2,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
197,27782158,-8.411425651,40.81946595,0,0,0,3.7,4.48,4.76,42.1,0,5.8,2,54.8,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
198,27782168,-8.437752325,40.90689589,0,0,0,3.5,4.37,13,112.1,0,19.1,5.3,83.3,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
199,27782284,-8.75063462,41.91971201,0,0,0,5.2,5.48,24.7,29.8,1,81.7,3,178.7,D20,U410,PT,PT1,PT11,PT111,Shrubland,Shrubland without tree cover,Abandoned areas
200,27801810,-7.532160065,37.76937439,0,0,0,4.7,5.1,6.62,17.6,0,34,1.8,99.3,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry
201,27802116,-8.278962453,40.45639413,0,0,0,4.3,4.92,5.27,30.5,0,0,2.4,73.6,F40,U120,PT,PT1,PT16,PT16E,Bareland,Other bare soil,Forestry
202,27802188,-8.46751702,41.08608892,0,0,0,4,4.12,125.1,74,0,70.3,6.8,156.1,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
203,27802242,-8.612379751,41.55772311,0,0,0,4.9,5.16,85.9,28.6,0,26.2,2.7,148.7,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
204,27821832,-7.560880299,37.96728984,0,0,0,6.9,7.24,7.51,6.5,0,23.1,0.8,236.1,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
205,27821838,-7.574821012,38.02012413,0,0,0,7.6,7.9,15.39,13,52,27.7,1.5,365,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
206,27821842,-7.584131893,38.05534324,0,0,0,7,7.29,8.96,10.3,2,4.7,1.1,305.6,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
207,27821886,-7.68746079,38.44255539,0,0,0,4.7,4.77,18.14,8.4,0,39.3,1.1,169.7,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
208,27821982,-7.918827731,39.28612407,0,0,0,4.5,5.23,4.97,13,1,6.3,0.8,57,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
209,27822210,-8.502912899,41.28270195,0,0,0,4.3,4.6,9.45,12.7,0,3.3,1.4,48.5,A22,U312,PT,PT1,PT11,PT11A,Artificial land,Non built-up linear features,Road transport
210,27841822,-7.51554572,37.88335187,0,0,0,6,6.27,13.96,25.4,0,6.9,2.6,98.1,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
211,27841840,-7.557258848,38.0418795,0,0,0,6.7,7.27,10.92,11.6,1,6.9,1.1,177,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
212,27841900,-7.698314065,38.56986667,0,0,0,5.9,6.17,10.7,10.5,0,29.8,1.1,96.3,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
213,27842206,-8.46897261,41.25214945,0,0,0,4.3,4.51,9.52,28,0,7.2,2.4,27.5,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
214,27842308,-8.746458995,42.14236014,0,0,0,3.3,4.2,23.8,120,0,42.6,7.1,120.6,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
215,27842394,-8.989119208,42.89141286,0,0,0,4.1,4.83,7.27,104.7,0,26.6,8.9,136.1,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
216,27842416,-9.052521428,43.082807,0,0,0,4.1,4.16,12.17,70.2,0,16.6,5.6,106.9,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
217,27862032,-7.997159656,39.73333602,0,0,0,4.1,4.68,5.19,27.6,0,5.9,2.2,78,C22,U120,PT,PT1,PT16,PT16H,Woodland,Pine dominated coniferous woodland,Forestry
218,27862072,-8.097674836,40.08399572,0,0,0,3.9,4.38,7.51,50.9,0,7.2,3.9,46.2,C22,U120,PT,PT1,PT16,PT16E,Woodland,Pine dominated coniferous woodland,Forestry
219,27881848,-7.53140522,38.12060219,0,0,0,7.7,8.16,13.29,9.2,152,11.1,0.9,210,B15,U111,PT,PT1,PT18,PT184,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
220,27881902,-7.658297473,38.59580859,0,0,0,5.8,6.18,5.76,10.6,0,4.9,1.1,76.3,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
221,27881934,-7.734696664,38.87715575,0,0,0,4.9,5.58,5.42,8.6,0,8.5,0.9,104.3,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
222,27881938,-7.744310472,38.91231073,0,0,0,5.9,6.32,12.41,12.2,0,5.2,1.4,220.4,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
223,27882010,-7.919830747,39.54459119,0,0,0,4.3,5.18,2.09,9,0,6.4,1.4,92.4,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
224,27882226,-8.475893835,41.43564961,0,0,0,3.9,4.37,11.52,54.6,2,151.7,3.8,48,C10,U120,PT,PT1,PT11,PT119,Woodland,Broadleaved woodland,Forestry
225,27882298,-8.671696186,42.06407222,0,0,0,4.3,4.69,11.22,37.7,0,6.8,2.7,56.2,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
226,27882370,-8.873053373,42.69152536,0,0,0,3.8,3.91,25.2,80.3,1,11.3,6.8,38.3,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
227,27882384,-8.912869219,42.81341718,0,0,0,3.8,4.03,33.4,93.7,0,14.8,5,83.9,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
228,27882424,-9.027844992,43.16147624,0,0,0,3.8,4.55,6.78,72.9,1,12.6,5.5,41.7,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
229,27901822,-7.449027508,37.89572359,0,0,0,4.7,5.21,5.35,17.6,0,4.9,1.8,64.5,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
230,27901900,-7.631168134,38.58238594,0,0,0,5.5,5.7,13.4,18.9,0,10.1,1.8,153.9,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
231,27901954,-7.760376461,39.05710362,0,0,0,5.9,6.18,7.46,19,1,28.8,2,130.3,B81,U111,PT,PT1,PT18,PT186,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
232,27901972,-7.8040254,39.21522234,0,0,0,6.6,6.7,123.9,23.2,1,13.6,2.5,94.7,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
233,27902146,-8.241522697,40.7406018,0,0,0,4.1,4.87,4.14,42.6,0,19.4,3.3,65.3,C10,U120,PT,PT1,PT16,PT16G,Woodland,Broadleaved woodland,Forestry
234,27902200,-8.383271532,41.21285258,0,0,0,4.5,4.65,9.2,4.7,0,12.7,0.5,42.8,A21,U341,PT,PT1,PT11,PT11A,Artificial land,Non built-up area features,Commerce
235,27902332,-8.742430239,42.36495858,0,0,0,3.7,3.95,20,83.9,0,16.5,6.1,43.5,C33,U120,ES,ES1,ES11,ES114,Woodland,Other mixed woodland,Forestry
236,27921800,-7.376471987,37.70594423,0,0,0,5.1,5.63,11.84,16.5,0,23.8,1.7,125,C10,U120,ES,ES6,ES61,ES615,Woodland,Broadleaved woodland,Forestry
237,27921848,-7.486914425,38.12886698,0,0,0,7.6,7.96,16.95,9.2,724,8.8,1.5,130.5,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
238,27921944,-7.713745834,38.97342487,0,0,0,5.7,6.07,7.95,28,0,17.7,2.5,113.6,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
239,27921970,-7.776581692,39.20186454,0,0,0,6.1,6.36,10.52,17.6,2,99.4,2.1,176.5,E30,U111,PT,PT1,PT18,PT186,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
240,27922046,-7.963795322,39.86889223,0,0,0,4.2,4.86,5.55,53.2,0,5.1,2.4,75.5,C32,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated mixed woodland,Forestry
241,27922096,-8.089911916,40.30714232,0,0,0,4.5,4.97,18.41,29.3,0,10.8,2.5,128.1,C10,U420,PT,PT1,PT16,PT16E,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
242,27922124,-8.161586273,40.55236,0,0,0,4.6,5.1,4.98,39,2,9.7,2.2,57.9,C32,U120,PT,PT1,PT16,PT16G,Woodland,Pine dominated mixed woodland,Forestry
243,27922190,-8.333586083,41.12979799,0,0,0,3.8,4.48,7.6,56.9,0,17.9,3.5,28.8,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry
244,27922208,-8.381253453,41.28714082,0,0,0,4.3,4.82,49.1,140.8,1,69,8.5,138.1,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry
245,27922244,-8.477583325,41.60164597,0,0,0,4.1,4.29,10.6,16.8,0,107.4,1.9,85.8,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
246,27922352,-8.774760367,42.54371391,0,0,0,5.8,6.22,19.36,23.2,0,34.3,2.5,116.9,B16,U111,ES,ES1,ES11,ES114,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
247,27922412,-8.945357554,43.06614317,0,0,0,4.1,5.14,18.2,121.6,2,22.9,7.4,85,C10,U120,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Forestry
248,27942164,-8.24217129,40.9067534,0,0,0,3.9,4.6,13.83,81.2,0,24.5,4.6,83.6,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
249,27942398,-8.881328774,42.94881067,0,0,0,4.7,4.97,37.1,89.4,1,34,9,110.7,B16,U111,ES,ES1,ES11,ES111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
250,27961830,-7.400866372,37.97854304,0,0,0,5.9,6.45,4.33,7.7,1,13.2,0.9,104,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
251,27961888,-7.535734711,38.48926898,0,0,0,5.6,6.06,6.94,10.4,0,8.4,1.1,79.2,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
252,27961906,-7.578180627,38.64764311,0,0,0,6.7,7.03,16.4,3.9,0,22.6,0.5,45.3,B82,U111,PT,PT1,PT18,PT187,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
253,27961960,-7.707231429,39.12240511,0,0,0,6,6.34,6.01,10.7,1,16.4,1.1,159.5,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
254,27961978,-7.7508278,39.28053911,0,0,0,4.6,5.23,4.79,11.3,0,16.5,1,77.7,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
255,27962194,-8.297689432,41.17347449,0,0,0,4,4.06,27.2,14.5,1,56.1,1.6,165.5,B16,U111,PT,PT1,PT11,PT11C,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
256,27962240,-8.420074954,41.57548525,0,0,0,5.6,5.95,38.9,25.7,2,35,2.3,135.6,D20,U420,PT,PT1,PT11,PT112,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
257,27962388,-8.828972496,42.86624602,0,0,0,4,5.06,7.95,113.8,1,16.5,9,51.3,C10,U420,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
258,27962406,-8.880337636,43.02295197,0,0,0,4.7,5.22,7.63,55.5,0,50.4,5.6,90.1,E20,U111,ES,ES1,ES11,ES111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
259,27981792,-7.291944863,37.64766984,0,0,0,5.7,6.53,5.28,7.9,0,5.4,1.3,56,D10,U120,ES,ES6,ES61,ES615,Shrubland,Shrubland with sparse tree cover,Forestry
260,27981828,-7.374066696,37.96502252,0,0,0,5.3,5.81,4.78,8.8,0,5.5,1.1,60,B54,U111,PT,PT1,PT18,PT184,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
261,27981900,-7.54160659,38.5990055,0,0,0,4.9,5.48,4.98,10,0,10.8,1.1,77.9,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
262,27981936,-7.627063194,38.91563662,0,0,0,5.6,5.93,7.3,9.3,0,16.6,1.2,152.8,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
263,27981972,-7.713670721,39.23202797,0,0,0,5.2,5.58,31,11.4,1,13.2,1.2,73,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
264,27982170,-8.211525863,40.96790225,0,0,0,6.6,6.82,25.2,15.6,2,8.5,1.9,109.3,E30,U370,PT,PT1,PT11,PT11A,Grassland,Spontaneously re-vegetated surfaces,Residential
265,27982224,-8.353934948,41.44006633,0,0,0,3.9,4.58,8.88,146.2,1,46.1,7.8,74.5,C10,U120,PT,PT1,PT11,PT119,Woodland,Broadleaved woodland,Forestry
266,27982314,-8.597974452,42.22580738,0,0,0,4.3,4.64,32.3,31.9,0,9.5,3.3,162.2,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
267,27982368,-8.748552828,42.69653039,0,0,0,3.7,4.67,10.92,69.2,0,12.6,5.7,62.5,D20,U420,ES,ES1,ES11,ES111,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
